artifact_dir,test_id,timestamp,interface_name,interface_type,interface_device,mac_address,link_speed,ssid,bssid,last_tx_rate_mbps,channel,tcp_dl_mbps,tcp_ul_mbps,udp_dl_mbps,udp_dl_jitter_ms,udp_dl_packet_loss_pct,udp_ul_mbps,udp_ul_jitter_ms,udp_ul_packet_loss_pct,ping_wan_mean_ms,ping_wan_std_ms,label
results/artifacts_ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf_testC_20251105_111340_20251105_111340,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf,20251105_111340,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.0333436873731696,1.6759872883540112,4.9957674350948,4.240693442525802,10.0,5.001147679864452,4.61156965931866,0.8550330353672756,73.30560869565217,49.88108018417324,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf_testC_20251105_111529_20251105_111529,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf,20251105_111529,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.0313053481182721,1.2569882060256339,4.985777522479865,2.55701649110405,10.020449897750511,5.000898877931018,3.27482451966594,1.2048192771084338,63.08554545454545,31.70733539243422,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf_testC_20251105_111714_20251105_111714,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf,20251105_111714,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,,,,,,,,,,,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf_testC_20251105_112656_20251105_112656,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf,20251105_112656,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,,,,,,,,,,,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf_testC_20251105_112823_20251105_112823,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf,20251105_112823,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,,,,,,,,,,,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf_testC_20251105_113221_20251105_113221,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf,20251105_113221,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,,,,,,,,,,,ST1_Paolo_Clarks2_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_072430_20251105_072430,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_072430,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,0.8135138243686173,1.2557392866217272,,,,,,,,,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_074852_20251105_074852,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_074852,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.1987230552170969,1.25718387244515,49.910058215231736,3.0213426979342586,0.0,49.999450561635896,17.105893384331193,88.80466472303208,84.80873913043479,52.679317025683716,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_082242_20251105_082242,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_082242,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.4260641422980438,2.723501653202822,49.98901859239302,3.2209984079383265,5.52995391705069,49.99982018247882,4.7944209796355235,92.1865889212828,68.15379166666666,29.814716455175894,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_082516_20251105_082516,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_082516,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,,,,,,,,,,,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_083814_20251105_083814,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_083814,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,,,,,,,,,,,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_084216_20251105_084216,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_084216,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.0109917741990846,1.6759983385083457,4.993960175636465,4.278026955845305,6.823027718550106,5.001233377005438,2.70233743550457,0.2722676001555815,56.10524,33.71226916405954,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_084413_20251105_084413,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_084413,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,3.3028804991602643,1.4664994251906742,4.99196150442443,3.354773637525036,10.8974358974359,5.000966821383395,2.663132968941326,1.515740380878352,61.12744,34.22387311521983,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_084556_20251105_084556,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_084556,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.6568443668708077,1.4664900492890351,4.98497615982172,2.6400379948403385,10.3921568627451,5.00029449145045,2.4149886827011713,5.367561260210035,40.70276,7.269445269298981,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_084739_20251105_084739,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_084739,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.4450594342085419,1.6773086466112044,4.996577323877464,2.229876504731443,15.384615384615385,5.000901875397343,2.804151045692464,0.3497862417411582,60.585458333333335,37.49021019456907,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_084924_20251105_084924,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_084924,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.2122242539031718,1.258172931744416,4.993906703885973,4.45133507743184,5.76923076923077,5.000910867817875,1.8644748329980252,0.6607073455110766,55.521181818181816,34.34833622453844,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_085111_20251105_085111,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_085111,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.6523930582459825,1.6759852792506964,4.998982093107964,2.827590375878178,11.717171717171718,5.0009048728672605,2.504266060808978,0.2720559657986786,54.01075,30.834309305861954,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_085256_20251105_085256,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_085256,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.093042423164218,1.0475002172768566,4.988752848321051,3.8606415509272125,3.2051282051282053,5.0013803910088,3.6844670053193163,1.205756514974718,78.76442857142857,29.098079804099,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_085446_20251105_085446,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_085446,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,0.970484957416522,6.704005408848358,4.9986552267719375,5.744379438959658,4.3478260869565215,5.001191374591927,2.228217984692364,0.2722676001555815,73.9798,51.81740133706356,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_085645_20251105_085645,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_085645,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.6289179160993312,0.6284923450565483,4.993522722961,5.681307093429323,0.0,5.00090986865844,15.392096659495639,84.53167508744656,369.8233333333333,549.3066570018062,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_085836_20251105_085836,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_085836,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,0.412094297319125,1.4665035271853404,4.996559722641626,3.4465131396794177,15.340909090909092,5.000881892356388,2.5114327847951343,0.544111931597357,68.92409523809523,46.633489381457146,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_090025_20251105_090025,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_090025,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.8587517987411075,3.771024138559359,4.996987977346436,4.26152153809157,9.82142857142857,5.001343541370444,1.9897785018537184,0.4275165176836378,68.112625,37.460392374523536,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_090211_20251105_090211,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_090211,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.2289637018055921,0.8388374803180472,4.9974150845020056,4.297355812531632,10.30640668523677,5.001411446005544,2.54459313221149,0.3110419906687403,48.66670833333333,18.133771922262152,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_090359_20251105_090359,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_090359,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.862281474301431,1.4664827244492973,4.99599654267251,4.2691393816788725,18.42105263157895,5.001496443922517,2.038647579194428,1.3991449669646328,63.98433333333333,43.18671949918689,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_090546_20251105_090546,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_090546,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.0289094252458506,1.4675021662556746,4.999090542669166,2.766192097019542,17.634854771784234,5.0011576724270554,2.523794970935937,1.6323357947920716,54.55452,29.146144293485317,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_090858_20251105_090858,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_090858,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.3630514391829156,2.514665219236854,4.99697624056297,3.80763256371862,2.6970954356846475,5.0012163759435495,4.887738417946467,0.7001166861143524,44.38291666666667,15.35818820246447,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_091044_20251105_091045,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_091045,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.0327047734192292,1.4672941754072575,4.990735731082314,2.6199189066165953,10.0,5.001769469767026,2.8915712333463346,0.38895371450797356,56.49996,28.350236050575194,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_091229_20251105_091229,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_091229,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,2.691551819254875,1.466497667199985,4.998378754927814,1.7030860208189047,6.963249516441006,5.000902874553582,2.0957681206117282,0.5052467936261174,66.11875,30.47295086416091,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_091415_20251105_091415,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_091415,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,2.661319358799425,1.8854789186908314,5.000419879232526,1.9166188060426355,16.877637130801688,5.000891883856902,2.2786644059317087,0.544111931597357,67.05936,35.90563539784992,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_091600_20251105_091600,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_091600,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.446717945432954,1.2569889594380221,4.995224216164706,2.878382218893388,0.0,5.000878894914017,2.10015681948356,0.3497862417411582,53.267160000000004,24.817302196384414,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_091746_20251105_091746,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_091746,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.442814285450323,1.2572818541275066,4.990364798404798,2.779902251487997,8.53889943074004,5.001397393185808,3.71018774953221,0.3500583430571762,58.84258333333333,28.281773921850565,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_092008_20251105_092008,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_092008,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.8517429728048092,1.4664827244492973,4.997989329734085,2.9605554367214917,7.09812108559499,5.001421396456028,2.1103096888531483,0.5834305717619603,50.204458333333335,17.465636288286497,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_092156_20251105_092156,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_092156,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.4484765901352072,1.6759943202535468,4.994157914760222,3.432525775955914,4.030710172744722,5.000878894914017,2.56070692310741,0.8550330353672756,54.414227272727274,26.39304366852646,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_092343_20251105_092343,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_092343,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,3.909399322824124,1.256972886836286,4.995624468596263,4.02006415088509,13.865546218487395,5.0012323769397735,2.227099397218802,1.2446518864255154,78.9122,45.455402894852156,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_092526_20251105_092526,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_092526,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.2331504681457257,1.0474891252836056,4.998259603592323,3.21350728533125,7.9002079002079,5.001219376122544,2.053131399853833,0.15558148580318942,49.42756,19.365000056114983,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_092711_20251105_092711,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_092711,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.2357452746137274,1.047498752283152,5.000415927022858,3.25662606148291,11.27659574468085,5.00121137565323,2.7429552515157,0.31116297160637885,65.41437499999999,33.03628687659059,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
results/artifacts_ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf_testC_20251105_092856_20251105_092856,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf,20251105_092856,USB 10/100/1000 LAN,ethernet,en5,4c:ea:41:68:4c:07,1000baseT,,,,,1.0269013975815262,1.2581475195532672,4.9961797661705045,4.671931380160192,2.880658436213992,4.999763712189453,2.2347814271022974,0.544535200311163,63.466,34.1141464833244,ST1_Paolo_Clarks_Silvus-Silvus-Viasat-iPerf
